user_id,feedback_type,severity,sentiment,feature_area,resolved,created_date
4517,UX Issue,High,Negative,Scheduling AI,0,2025-08-22
3397,Feature Request,Medium,Negative,Scheduling AI,0,2026-01-12
4735,Bug,Medium,Negative,Meal Recommendation AI,1,2025-12-12
3870,AI Accuracy,High,Neutral,Scheduling AI,0,2026-01-10
2160,Bug,Low,Negative,Scheduling AI,0,2026-01-11
5854,UX Issue,Low,Negative,Grocery List AI,1,2025-12-31
1242,UX Issue,Low,Negative,Meal Recommendation AI,0,2025-11-26
3590,AI Accuracy,High,Positive,Scheduling AI,0,2026-01-24
2063,UX Issue,High,Positive,Scheduling AI,0,2025-09-29
5324,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-10-12
3595,UX Issue,High,Neutral,Grocery List AI,0,2025-08-11
1919,UX Issue,High,Positive,Grocery List AI,0,2025-09-05
1005,Feature Request,Low,Negative,Grocery List AI,1,2025-09-25
1467,Feature Request,Low,Positive,Scheduling AI,0,2025-11-14
5170,UX Issue,Medium,Negative,Grocery List AI,0,2026-01-30
1003,AI Accuracy,High,Neutral,Scheduling AI,0,2026-01-10
1645,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-10-15
1117,AI Accuracy,High,Neutral,Scheduling AI,1,2025-10-25
3928,AI Accuracy,Low,Positive,Grocery List AI,1,2025-10-08
3551,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-08-22
5289,AI Accuracy,Medium,Negative,Scheduling AI,0,2026-01-27
1846,Bug,Medium,Negative,Meal Recommendation AI,0,2025-12-22
3762,UX Issue,High,Neutral,Meal Recommendation AI,1,2026-01-22
2141,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2025-10-16
2810,UX Issue,High,Negative,Scheduling AI,0,2025-12-12
1723,AI Accuracy,Low,Positive,Grocery List AI,0,2025-09-21
1224,UX Issue,High,Negative,Scheduling AI,1,2026-01-21
5627,UX Issue,Low,Neutral,Grocery List AI,1,2025-12-30
5208,UX Issue,Medium,Positive,Scheduling AI,1,2025-08-11
5654,UX Issue,Medium,Neutral,Scheduling AI,0,2025-10-01
3048,Bug,Medium,Neutral,Scheduling AI,0,2025-10-11
5749,Bug,Medium,Negative,Grocery List AI,0,2025-11-13
5415,UX Issue,High,Negative,Scheduling AI,1,2025-11-25
2573,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-11-01
2828,UX Issue,High,Negative,Scheduling AI,0,2025-10-17
2917,AI Accuracy,Low,Positive,Meal Recommendation AI,0,2025-09-09
5234,UX Issue,Low,Neutral,Grocery List AI,0,2025-10-23
3026,AI Accuracy,Low,Positive,Grocery List AI,0,2025-09-11
4744,UX Issue,High,Negative,Scheduling AI,0,2025-12-09
1901,UX Issue,High,Negative,Scheduling AI,1,2025-11-02
5785,AI Accuracy,High,Negative,Scheduling AI,0,2025-10-10
3039,Bug,High,Negative,Meal Recommendation AI,0,2026-01-30
1009,Bug,Low,Negative,Grocery List AI,1,2026-02-01
1260,Feature Request,Low,Negative,Meal Recommendation AI,0,2025-12-24
2673,UX Issue,High,Negative,Meal Recommendation AI,0,2025-11-04
3219,Bug,Medium,Negative,Scheduling AI,0,2025-12-25
3060,AI Accuracy,Medium,Neutral,Scheduling AI,1,2026-02-02
4713,Feature Request,Low,Positive,Meal Recommendation AI,1,2025-09-29
2619,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2026-01-21
1320,Feature Request,Medium,Positive,Scheduling AI,0,2025-12-20
2342,AI Accuracy,Low,Negative,Scheduling AI,0,2025-11-12
3376,Bug,Medium,Neutral,Meal Recommendation AI,1,2025-08-15
3832,Bug,Medium,Negative,Scheduling AI,1,2025-12-09
3824,AI Accuracy,Medium,Positive,Scheduling AI,1,2025-12-28
2994,UX Issue,Low,Positive,Meal Recommendation AI,0,2025-09-27
3958,Bug,High,Neutral,Meal Recommendation AI,1,2025-08-31
3038,UX Issue,Low,Negative,Grocery List AI,1,2026-01-01
4490,Bug,Low,Neutral,Meal Recommendation AI,1,2025-09-01
4677,UX Issue,High,Neutral,Scheduling AI,1,2025-08-11
2118,UX Issue,Medium,Negative,Meal Recommendation AI,0,2025-12-15
2604,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-10-10
5027,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2026-01-22
1235,Feature Request,Medium,Neutral,Grocery List AI,0,2025-08-26
2969,UX Issue,High,Positive,Grocery List AI,1,2025-09-02
5429,UX Issue,High,Negative,Scheduling AI,1,2026-01-06
2908,UX Issue,Medium,Positive,Grocery List AI,1,2025-11-07
1375,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-09-23
4530,Bug,Low,Positive,Grocery List AI,0,2025-08-22
3635,Bug,Low,Positive,Meal Recommendation AI,1,2025-11-02
2570,UX Issue,Medium,Negative,Grocery List AI,0,2025-11-28
3560,Feature Request,Medium,Positive,Grocery List AI,0,2025-08-26
4391,Feature Request,Medium,Positive,Grocery List AI,1,2025-10-01
3965,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-12-15
4643,Bug,Low,Positive,Grocery List AI,0,2025-09-16
4850,AI Accuracy,Medium,Positive,Meal Recommendation AI,1,2025-12-04
1872,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-12-31
2252,Bug,High,Negative,Scheduling AI,1,2025-11-06
2314,UX Issue,Low,Negative,Grocery List AI,1,2025-09-06
5820,Feature Request,Medium,Negative,Scheduling AI,0,2025-08-21
3898,Bug,High,Negative,Scheduling AI,1,2025-09-01
1077,AI Accuracy,Low,Positive,Meal Recommendation AI,0,2025-12-14
3621,Bug,Medium,Negative,Grocery List AI,0,2025-10-19
5227,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-09-08
1600,UX Issue,Medium,Negative,Meal Recommendation AI,0,2025-11-25
2065,UX Issue,Medium,Neutral,Grocery List AI,1,2026-01-21
3136,Bug,Medium,Positive,Meal Recommendation AI,1,2025-10-15
3449,AI Accuracy,Medium,Negative,Grocery List AI,1,2025-11-28
3343,UX Issue,High,Negative,Grocery List AI,1,2025-10-12
2863,Feature Request,Low,Negative,Meal Recommendation AI,0,2026-02-01
2318,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-11-22
5711,Feature Request,High,Positive,Scheduling AI,0,2025-09-12
4597,AI Accuracy,Medium,Positive,Meal Recommendation AI,0,2025-12-25
4762,AI Accuracy,High,Negative,Grocery List AI,0,2026-01-06
5670,UX Issue,Medium,Positive,Scheduling AI,1,2025-09-15
3190,Feature Request,High,Positive,Grocery List AI,1,2025-11-27
1992,AI Accuracy,Medium,Negative,Scheduling AI,1,2026-01-20
3712,AI Accuracy,High,Positive,Meal Recommendation AI,1,2025-10-17
3192,Bug,High,Negative,Meal Recommendation AI,1,2025-10-24
2248,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2025-10-21
4054,Bug,Low,Negative,Grocery List AI,0,2025-10-05
5598,Feature Request,Low,Negative,Scheduling AI,0,2025-08-27
5033,Feature Request,Low,Negative,Grocery List AI,1,2026-01-09
2997,AI Accuracy,Low,Negative,Scheduling AI,0,2026-01-23
5916,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-09-03
4687,Feature Request,Medium,Positive,Grocery List AI,1,2025-11-24
3151,Feature Request,Medium,Neutral,Meal Recommendation AI,0,2025-11-11
5018,Feature Request,Medium,Negative,Grocery List AI,0,2026-01-05
4110,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2026-02-02
2970,Feature Request,Low,Neutral,Grocery List AI,0,2026-01-06
1197,Feature Request,Low,Negative,Grocery List AI,1,2025-09-09
3626,Feature Request,Low,Positive,Scheduling AI,1,2025-10-29
2202,Feature Request,Medium,Negative,Meal Recommendation AI,1,2025-09-24
3035,Feature Request,Low,Negative,Scheduling AI,1,2025-08-29
1477,UX Issue,Low,Neutral,Scheduling AI,1,2025-08-19
2254,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2025-08-29
1922,UX Issue,High,Positive,Grocery List AI,0,2025-10-29
1419,AI Accuracy,Low,Negative,Scheduling AI,1,2025-11-11
3204,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-08-22
3597,UX Issue,High,Positive,Grocery List AI,0,2025-12-03
2120,AI Accuracy,High,Neutral,Scheduling AI,0,2025-10-10
4068,AI Accuracy,High,Neutral,Scheduling AI,1,2025-08-31
1950,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-10-14
3336,Feature Request,Low,Negative,Grocery List AI,0,2025-08-30
3243,Bug,High,Positive,Scheduling AI,1,2025-11-10
3645,AI Accuracy,Medium,Negative,Grocery List AI,1,2025-12-27
2857,Bug,Medium,Negative,Scheduling AI,1,2025-08-28
5612,UX Issue,High,Neutral,Meal Recommendation AI,1,2026-01-11
2865,AI Accuracy,High,Positive,Scheduling AI,1,2025-08-25
3912,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-09-06
3853,UX Issue,High,Negative,Meal Recommendation AI,0,2025-11-02
5910,Feature Request,High,Positive,Meal Recommendation AI,1,2025-08-22
4228,Feature Request,Low,Neutral,Grocery List AI,1,2025-12-21
4719,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-09-20
4228,AI Accuracy,Low,Negative,Scheduling AI,0,2026-01-04
3371,UX Issue,Low,Positive,Grocery List AI,0,2025-10-31
3891,AI Accuracy,High,Neutral,Meal Recommendation AI,1,2025-08-25
4756,AI Accuracy,Low,Negative,Grocery List AI,0,2025-09-02
5225,AI Accuracy,Low,Negative,Grocery List AI,1,2025-09-14
1094,Feature Request,Low,Neutral,Grocery List AI,1,2026-01-20
3674,Bug,High,Neutral,Scheduling AI,1,2026-01-18
2955,UX Issue,Medium,Negative,Meal Recommendation AI,1,2025-09-22
1793,Bug,High,Positive,Grocery List AI,0,2025-11-22
2834,AI Accuracy,Low,Positive,Grocery List AI,0,2026-02-04
3116,UX Issue,High,Negative,Grocery List AI,0,2025-10-03
5106,AI Accuracy,High,Positive,Meal Recommendation AI,1,2025-12-29
4325,UX Issue,Low,Negative,Grocery List AI,0,2025-12-22
3919,Bug,Medium,Negative,Grocery List AI,0,2025-11-16
3597,UX Issue,Low,Neutral,Scheduling AI,0,2025-09-29
4205,UX Issue,High,Neutral,Meal Recommendation AI,1,2026-01-04
5807,UX Issue,Medium,Negative,Scheduling AI,0,2025-09-22
1814,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-10
1345,Bug,Low,Negative,Meal Recommendation AI,0,2025-12-27
3349,UX Issue,High,Negative,Meal Recommendation AI,0,2025-11-23
1362,UX Issue,High,Positive,Scheduling AI,0,2025-10-17
3443,UX Issue,High,Negative,Scheduling AI,0,2025-10-25
3265,UX Issue,High,Neutral,Scheduling AI,1,2025-10-25
3188,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-11-23
4005,Feature Request,Low,Positive,Grocery List AI,1,2025-08-25
4281,AI Accuracy,High,Positive,Grocery List AI,1,2025-10-14
1984,Feature Request,High,Negative,Grocery List AI,1,2025-10-05
2639,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-12-10
1827,Feature Request,Low,Neutral,Grocery List AI,0,2025-11-23
3730,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2025-11-14
4531,UX Issue,Low,Negative,Scheduling AI,1,2025-08-16
5451,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-11-18
3935,Feature Request,Medium,Neutral,Meal Recommendation AI,1,2025-09-28
4876,AI Accuracy,High,Positive,Grocery List AI,0,2025-11-04
1126,UX Issue,Low,Neutral,Scheduling AI,1,2025-12-17
4177,AI Accuracy,Medium,Negative,Scheduling AI,1,2026-01-07
4056,AI Accuracy,Low,Negative,Grocery List AI,0,2025-11-16
1603,UX Issue,Low,Neutral,Scheduling AI,1,2026-01-26
4449,AI Accuracy,High,Negative,Scheduling AI,1,2025-09-03
5146,Feature Request,High,Neutral,Scheduling AI,0,2025-10-11
4533,AI Accuracy,Low,Negative,Grocery List AI,0,2025-09-15
4367,AI Accuracy,High,Neutral,Scheduling AI,1,2025-12-07
4368,UX Issue,High,Positive,Meal Recommendation AI,0,2025-08-30
4797,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-09-09
2792,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-12-07
3861,Feature Request,High,Negative,Grocery List AI,0,2025-12-09
4476,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-08-20
4417,Feature Request,Low,Negative,Grocery List AI,0,2025-08-15
2645,AI Accuracy,Low,Negative,Scheduling AI,1,2025-12-22
2205,AI Accuracy,Medium,Positive,Scheduling AI,1,2025-10-04
4030,Feature Request,Low,Positive,Meal Recommendation AI,0,2026-01-10
3872,AI Accuracy,Low,Positive,Grocery List AI,0,2025-10-26
4072,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-12-16
2854,UX Issue,High,Positive,Meal Recommendation AI,0,2025-08-25
5021,AI Accuracy,High,Neutral,Grocery List AI,0,2025-12-15
5662,Feature Request,Low,Neutral,Scheduling AI,1,2025-12-16
3708,AI Accuracy,High,Negative,Scheduling AI,1,2025-09-27
4502,Feature Request,High,Positive,Meal Recommendation AI,1,2026-01-22
2332,Bug,High,Neutral,Meal Recommendation AI,1,2025-08-12
1201,UX Issue,Low,Neutral,Meal Recommendation AI,1,2026-02-04
4507,Bug,High,Neutral,Meal Recommendation AI,1,2025-09-13
5212,UX Issue,High,Negative,Grocery List AI,1,2025-08-11
1574,Bug,High,Positive,Meal Recommendation AI,0,2026-01-22
1536,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-11-16
2625,Feature Request,Medium,Negative,Scheduling AI,1,2026-02-02
3122,UX Issue,Medium,Negative,Scheduling AI,1,2025-10-30
1385,UX Issue,Medium,Negative,Scheduling AI,0,2025-12-27
4281,UX Issue,Low,Neutral,Grocery List AI,0,2025-11-08
1474,Feature Request,Low,Positive,Grocery List AI,0,2025-10-03
1417,AI Accuracy,High,Negative,Scheduling AI,1,2025-08-27
4600,AI Accuracy,High,Neutral,Scheduling AI,1,2025-11-02
1954,Feature Request,Low,Negative,Meal Recommendation AI,1,2026-01-27
5971,Feature Request,High,Neutral,Meal Recommendation AI,1,2025-11-03
5858,Bug,Low,Negative,Grocery List AI,1,2025-11-13
2205,Feature Request,High,Negative,Grocery List AI,0,2026-01-15
5759,Bug,High,Positive,Meal Recommendation AI,0,2026-01-11
5120,Feature Request,High,Neutral,Scheduling AI,0,2025-10-26
2990,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-10-06
5805,AI Accuracy,Low,Negative,Grocery List AI,0,2025-08-17
4572,Feature Request,High,Neutral,Grocery List AI,1,2026-01-11
5380,UX Issue,Low,Negative,Meal Recommendation AI,1,2025-09-21
5158,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2025-10-25
5757,UX Issue,High,Neutral,Meal Recommendation AI,1,2025-09-04
3713,Bug,High,Negative,Grocery List AI,1,2025-12-10
3203,UX Issue,Low,Negative,Scheduling AI,0,2025-12-30
4120,UX Issue,High,Negative,Meal Recommendation AI,0,2026-01-20
1966,UX Issue,Low,Negative,Grocery List AI,1,2025-12-30
5944,AI Accuracy,Low,Positive,Grocery List AI,0,2025-11-21
4432,UX Issue,High,Negative,Grocery List AI,0,2025-09-06
1688,UX Issue,Medium,Neutral,Meal Recommendation AI,1,2026-01-10
5243,AI Accuracy,High,Positive,Meal Recommendation AI,1,2026-01-16
4701,Feature Request,Low,Positive,Scheduling AI,0,2025-09-21
1341,UX Issue,Low,Neutral,Grocery List AI,1,2025-10-25
2724,Feature Request,High,Neutral,Meal Recommendation AI,1,2026-01-07
5422,Bug,Medium,Neutral,Grocery List AI,0,2026-01-05
2792,AI Accuracy,Low,Positive,Grocery List AI,1,2026-01-17
2759,Feature Request,High,Neutral,Scheduling AI,0,2025-09-10
4212,UX Issue,Medium,Negative,Meal Recommendation AI,0,2026-01-09
1989,Bug,Medium,Neutral,Meal Recommendation AI,1,2025-11-03
3262,AI Accuracy,Medium,Neutral,Grocery List AI,1,2025-11-12
3482,Feature Request,High,Negative,Grocery List AI,0,2025-12-23
1951,UX Issue,High,Negative,Scheduling AI,1,2025-08-26
1722,AI Accuracy,High,Negative,Scheduling AI,1,2025-10-15
4389,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-09-08
3079,Feature Request,High,Negative,Scheduling AI,0,2025-11-23
3717,Feature Request,High,Positive,Scheduling AI,1,2025-11-10
3332,AI Accuracy,High,Positive,Scheduling AI,0,2025-09-15
4376,UX Issue,Low,Neutral,Grocery List AI,0,2025-11-03
5524,UX Issue,High,Negative,Scheduling AI,1,2025-10-30
2500,Feature Request,High,Positive,Grocery List AI,1,2025-09-17
1285,AI Accuracy,Low,Positive,Grocery List AI,1,2025-09-26
4495,Bug,Medium,Positive,Meal Recommendation AI,0,2025-12-11
3065,AI Accuracy,High,Negative,Grocery List AI,0,2025-09-07
1768,UX Issue,Low,Negative,Grocery List AI,1,2025-10-31
4057,AI Accuracy,High,Neutral,Scheduling AI,0,2025-10-30
5289,AI Accuracy,High,Negative,Grocery List AI,1,2026-01-02
3161,UX Issue,Medium,Neutral,Scheduling AI,0,2025-10-28
4293,AI Accuracy,Low,Negative,Scheduling AI,1,2025-09-13
1946,Feature Request,Low,Positive,Scheduling AI,1,2025-09-02
5926,AI Accuracy,High,Negative,Meal Recommendation AI,1,2026-01-22
4335,UX Issue,Low,Neutral,Scheduling AI,1,2025-08-27
5150,AI Accuracy,High,Negative,Grocery List AI,1,2025-10-16
5895,AI Accuracy,Low,Positive,Scheduling AI,0,2025-11-22
5873,AI Accuracy,Low,Neutral,Scheduling AI,0,2025-10-31
2481,UX Issue,Low,Neutral,Scheduling AI,1,2025-10-07
2901,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-12-12
4451,UX Issue,High,Positive,Grocery List AI,1,2025-10-11
5064,UX Issue,Low,Negative,Meal Recommendation AI,0,2025-11-04
1054,UX Issue,Low,Positive,Grocery List AI,0,2025-12-30
2823,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2026-01-10
4462,UX Issue,Medium,Negative,Grocery List AI,1,2025-11-30
4079,Bug,Medium,Negative,Meal Recommendation AI,1,2025-11-13
1832,UX Issue,High,Negative,Scheduling AI,1,2026-01-18
5408,Feature Request,Medium,Negative,Meal Recommendation AI,1,2026-01-09
3806,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2026-01-05
3490,Feature Request,Low,Negative,Scheduling AI,0,2025-10-22
1327,Feature Request,High,Neutral,Scheduling AI,1,2025-09-29
4310,UX Issue,Low,Negative,Grocery List AI,1,2026-01-30
4300,Bug,Low,Negative,Grocery List AI,0,2026-01-25
4675,AI Accuracy,High,Neutral,Grocery List AI,1,2025-08-27
4054,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2026-01-18
3143,Feature Request,Medium,Neutral,Grocery List AI,0,2026-01-15
2311,Feature Request,Medium,Negative,Meal Recommendation AI,1,2026-01-17
4191,AI Accuracy,High,Negative,Meal Recommendation AI,0,2026-02-01
3538,AI Accuracy,Low,Neutral,Grocery List AI,0,2025-11-20
4983,AI Accuracy,High,Negative,Grocery List AI,0,2025-10-12
5547,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-09-01
1164,Feature Request,Medium,Positive,Scheduling AI,1,2026-01-11
5277,UX Issue,Medium,Positive,Scheduling AI,1,2025-11-20
1822,AI Accuracy,Low,Negative,Meal Recommendation AI,1,2025-09-03
1943,UX Issue,High,Negative,Grocery List AI,1,2025-12-18
5425,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-12-02
1774,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-08-23
3198,UX Issue,Medium,Positive,Grocery List AI,0,2025-11-14
4156,Bug,High,Neutral,Scheduling AI,0,2026-02-04
5242,Feature Request,Medium,Positive,Meal Recommendation AI,0,2025-08-21
4695,AI Accuracy,High,Neutral,Scheduling AI,1,2025-11-16
4452,Bug,Low,Negative,Scheduling AI,1,2026-01-15
1914,Feature Request,Low,Positive,Grocery List AI,0,2025-11-11
2308,Feature Request,Low,Negative,Meal Recommendation AI,1,2026-01-21
5177,UX Issue,Medium,Neutral,Meal Recommendation AI,0,2025-12-17
1513,UX Issue,Low,Negative,Scheduling AI,1,2025-12-19
2920,AI Accuracy,Low,Positive,Scheduling AI,1,2025-08-29
4594,AI Accuracy,High,Neutral,Grocery List AI,0,2025-12-18
5841,AI Accuracy,High,Positive,Scheduling AI,0,2025-10-20
2409,AI Accuracy,High,Negative,Grocery List AI,1,2025-12-22
5802,UX Issue,Low,Negative,Meal Recommendation AI,1,2026-01-04
5566,Feature Request,Low,Neutral,Grocery List AI,1,2025-09-26
4190,UX Issue,Low,Positive,Scheduling AI,1,2025-10-31
5491,AI Accuracy,High,Negative,Meal Recommendation AI,1,2025-11-17
2555,Bug,High,Neutral,Grocery List AI,0,2025-09-12
1804,Bug,Medium,Positive,Meal Recommendation AI,0,2025-12-13
2279,Feature Request,Low,Negative,Grocery List AI,0,2025-10-01
4577,Bug,Medium,Negative,Scheduling AI,0,2025-08-14
3901,UX Issue,Low,Positive,Scheduling AI,0,2025-09-24
2387,Bug,Low,Positive,Meal Recommendation AI,1,2025-12-01
5688,AI Accuracy,Medium,Negative,Meal Recommendation AI,1,2025-09-21
3761,UX Issue,High,Positive,Meal Recommendation AI,0,2025-10-19
3679,AI Accuracy,Low,Positive,Grocery List AI,1,2026-01-13
3106,AI Accuracy,Low,Negative,Scheduling AI,0,2025-10-21
5223,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-08-18
5831,UX Issue,Low,Neutral,Meal Recommendation AI,1,2025-12-16
3768,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-11-25
4953,UX Issue,Low,Negative,Grocery List AI,0,2025-10-25
4186,AI Accuracy,Low,Positive,Meal Recommendation AI,0,2025-09-05
4280,Feature Request,Low,Negative,Meal Recommendation AI,1,2025-11-17
3573,UX Issue,High,Neutral,Grocery List AI,0,2025-08-26
5616,UX Issue,Low,Neutral,Grocery List AI,0,2025-09-13
3599,Feature Request,Medium,Negative,Meal Recommendation AI,1,2026-01-18
5033,AI Accuracy,High,Neutral,Meal Recommendation AI,0,2025-09-03
1236,AI Accuracy,Medium,Positive,Grocery List AI,0,2025-09-15
2304,Bug,High,Positive,Scheduling AI,0,2025-11-16
4430,AI Accuracy,High,Neutral,Grocery List AI,1,2025-10-21
2301,UX Issue,Low,Negative,Scheduling AI,1,2025-11-28
3541,Bug,High,Negative,Meal Recommendation AI,0,2025-11-17
3051,Feature Request,Medium,Negative,Meal Recommendation AI,0,2025-09-15
1441,AI Accuracy,High,Neutral,Scheduling AI,0,2025-12-25
3076,AI Accuracy,Medium,Neutral,Grocery List AI,0,2026-01-02
4180,AI Accuracy,High,Positive,Meal Recommendation AI,0,2025-12-19
3657,UX Issue,High,Positive,Scheduling AI,1,2025-09-22
4798,UX Issue,Low,Neutral,Grocery List AI,0,2025-09-20
1804,AI Accuracy,Medium,Negative,Scheduling AI,0,2026-01-31
1074,Bug,High,Negative,Grocery List AI,0,2025-10-12
3175,UX Issue,High,Negative,Grocery List AI,0,2025-08-13
4924,AI Accuracy,Low,Positive,Grocery List AI,0,2025-10-11
3089,UX Issue,High,Negative,Grocery List AI,0,2025-09-04
1040,Feature Request,Low,Neutral,Scheduling AI,1,2025-10-20
3081,AI Accuracy,Low,Positive,Scheduling AI,1,2026-01-13
5683,AI Accuracy,Medium,Negative,Scheduling AI,0,2025-12-05
2622,Feature Request,Low,Negative,Scheduling AI,1,2026-01-23
1341,UX Issue,High,Positive,Scheduling AI,0,2025-09-21
5052,UX Issue,Low,Neutral,Grocery List AI,0,2026-01-16
3074,UX Issue,High,Neutral,Meal Recommendation AI,1,2025-11-05
1645,AI Accuracy,Low,Negative,Meal Recommendation AI,0,2025-10-20
5826,AI Accuracy,Low,Neutral,Scheduling AI,1,2025-09-06
5263,UX Issue,Low,Negative,Scheduling AI,1,2025-10-20
1609,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2026-01-03
1454,AI Accuracy,Low,Neutral,Grocery List AI,1,2025-09-10
3953,Feature Request,Low,Neutral,Scheduling AI,0,2025-08-13
2708,Bug,Medium,Neutral,Grocery List AI,1,2025-12-03
4472,Feature Request,Low,Neutral,Meal Recommendation AI,1,2026-01-06
3969,Bug,Medium,Negative,Meal Recommendation AI,1,2025-10-20
4028,AI Accuracy,Low,Negative,Scheduling AI,0,2025-11-24
5797,Bug,High,Negative,Grocery List AI,1,2025-10-19
3681,AI Accuracy,High,Negative,Scheduling AI,0,2025-09-13
4629,Bug,Medium,Negative,Meal Recommendation AI,1,2025-10-28
5225,Bug,Low,Negative,Grocery List AI,0,2026-01-22
4067,Feature Request,Low,Negative,Scheduling AI,1,2026-01-17
2386,Bug,High,Neutral,Scheduling AI,0,2025-11-26
4776,UX Issue,Low,Neutral,Scheduling AI,0,2025-12-08
3866,AI Accuracy,Low,Neutral,Meal Recommendation AI,0,2025-10-31
5788,UX Issue,Low,Neutral,Scheduling AI,0,2025-12-23
4363,UX Issue,Low,Neutral,Grocery List AI,0,2025-08-29
5889,AI Accuracy,Low,Negative,Scheduling AI,0,2025-10-17
5124,UX Issue,High,Neutral,Meal Recommendation AI,1,2026-01-25
1148,Bug,Low,Positive,Scheduling AI,1,2025-10-22
4850,AI Accuracy,Medium,Neutral,Meal Recommendation AI,1,2026-02-03
3058,Feature Request,Low,Positive,Meal Recommendation AI,0,2025-10-03
2136,Bug,Low,Positive,Grocery List AI,0,2025-09-13
1186,Bug,High,Positive,Grocery List AI,0,2025-11-03
3854,Bug,Low,Neutral,Scheduling AI,1,2025-08-21
2250,UX Issue,High,Neutral,Meal Recommendation AI,1,2025-08-15
2333,Bug,Medium,Negative,Meal Recommendation AI,0,2025-11-04
5193,Feature Request,Low,Negative,Grocery List AI,0,2026-02-01
5150,AI Accuracy,High,Neutral,Grocery List AI,1,2025-08-23
3711,UX Issue,Low,Neutral,Scheduling AI,1,2025-12-04
5853,Feature Request,High,Neutral,Meal Recommendation AI,1,2026-01-07
5501,AI Accuracy,Low,Negative,Grocery List AI,1,2026-01-17
2785,UX Issue,High,Positive,Scheduling AI,0,2025-11-06
1750,Feature Request,Low,Positive,Meal Recommendation AI,0,2026-01-07
2762,AI Accuracy,Medium,Negative,Meal Recommendation AI,0,2025-08-26
4920,UX Issue,High,Neutral,Grocery List AI,0,2025-10-12
5460,Feature Request,High,Positive,Scheduling AI,0,2025-11-27
1481,UX Issue,High,Positive,Grocery List AI,0,2025-10-05
1153,AI Accuracy,High,Negative,Scheduling AI,0,2026-01-13
2524,AI Accuracy,High,Negative,Meal Recommendation AI,0,2025-12-21
3120,UX Issue,Low,Negative,Scheduling AI,0,2025-08-17
3343,Bug,Low,Neutral,Scheduling AI,0,2025-08-13
2240,AI Accuracy,Low,Neutral,Scheduling AI,0,2026-01-28
1060,UX Issue,Low,Negative,Scheduling AI,1,2025-12-01
1938,AI Accuracy,Low,Negative,Scheduling AI,1,2025-08-21
2639,AI Accuracy,Medium,Positive,Grocery List AI,0,2025-08-30
5120,Feature Request,Low,Negative,Scheduling AI,0,2025-08-13
5226,Feature Request,High,Positive,Scheduling AI,0,2025-10-28
4569,AI Accuracy,Low,Positive,Meal Recommendation AI,1,2025-12-06
2252,UX Issue,Low,Negative,Scheduling AI,0,2025-10-16
5203,AI Accuracy,Medium,Neutral,Meal Recommendation AI,0,2025-12-15
1171,UX Issue,High,Negative,Grocery List AI,1,2025-08-23
2458,Feature Request,High,Positive,Grocery List AI,0,2025-12-31
4549,AI Accuracy,Medium,Neutral,Scheduling AI,0,2025-10-16
